ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,EvFsdPbr9TM,2nd Honiton Brownies,"Melanie Cook

mel.cook@mitie.com","HONITON
DEVON
EX14 2YW",£22 per term.,from 7 years  up to 10 years ,WGS84,-3.21152,50.78827
05/06/2014,pxvU4VEJDdw,2nd Honiton Guides,,"HONITON
DEVON
EX14 2YW",£24 per term.,from 10 years  up to 14 years ,WGS84,-3.21152,50.78827
05/06/2014,yWxOQ77N2Sc,2nd Kingsbridge Guides,vickyj.smith@btinternet.com,"Kingsbridge Scout Hall
Derby Road
KINGSBRIDGE
DEVON
TQ7 1JL",£30 per school term (can be paid half termly - £15 per half term).,from 10 years  up to 15 years ,WGS84,-3.7704,50.28212
05/06/2014,TeLwZ-ognCs,2nd Newton Abbot Scout Group,2ndnewtonabbotsa@teignbridgescouts.co.uk,"Salvation Army
Carlisle Street
NEWTON ABBOT
DEVON
TQ12 2JS",,from 6 years  up to 10 years ,WGS84,-3.60948,50.52962
05/06/2014,8NiuQXoqEAE,2nd Tiverton (St Pauls) Scout Group,,"Old Heathcoat School Community Centre
81 King Street
TIVERTON
DEVON
EX16 5JJ",,from 6 years  up to 14 years ,WGS84,-3.49437,50.90309
05/06/2014,SIHLZ7LJWY0,30 Maiden Castle Road,,"30
Maiden Castle Road
Dorchester
Dorset
DT1 2ER",,,WGS84,-2.44439,50.70612
05/06/2014,RuC_iWsqYfc,325 Club at Belmont Chapel,office@belmont.eclipse.co.uk,"Belmont Chapel
Western Way
EXETER
DEVON
EX1 2DB",,from 3 years  up to 5 years ,WGS84,-3.52158,50.72576
05/06/2014,zbdWxGDH-v0,361 Energy Action,"Thomas Store
Chairman
01271 812122
info@361energy.org",,,,WGS84,0,0
05/06/2014,ag3LqXVf2pE,37th Dartmoor Folk Festival 2014,"Mrs. J M White
Secretary","Sunnyhill
South Zeal
Okehampton
Devon
EX20 2JL","Weekend ticket including camping - £50

Weekend ticket without camping - £40

Day ticket, Saturday - £30

Day ticket, Sunday - £30

Children aged 5 - 16 years half price.",up to 99 years ,WGS84,-3.91821,50.72726
05/06/2014,GxslwIu7RuA,3db Ceilidh Band,"Leslie Thompson

bunelik@gmail.com",,Contact us for details.,,WGS84,0,0
05/06/2014,8LpNYiaZdPc,3rd Cullompton Brownies,,"CULLOMPTON
DEVON
EX15 1BP",,from 7 years  up to 11 years ,WGS84,-3.39304,50.856
05/06/2014,X-ic1tCarEg,3rd Exeter (Ladysmith) Scout Group,,"St Matthews Church Hall
Clifton Road
EXETER
DEVON
EX1 2BS",,from 6 years  up to 14 years ,WGS84,-3.51957,50.72553
05/06/2014,y7UDE-2hrsw,3rd Exmouth Scout Group,,"Scout Hut
Marpool Hill
EXMOUTH
DEVON
EX8 1TD",,from 6 years  up to 24 years ,WGS84,-3.40685,50.62411
05/06/2014,PBUn2nFpigE,3rd Newton Abbot Scout Group,3rdnewtonabbot@teignbridgescouts.co.uk,"Highweek Parish Church
Highweek Village
NEWTON ABBOT
DEVON
TQ12 1QB",,from 8 years  up to 14 years ,WGS84,-3.6256,50.53724
05/06/2014,8ObFazrBB44,3rd Totnes Sea Scout Group,,"Scout HQ
Steamer Quay Road
TOTNES
DEVON
TQ9 5AL",,from 6 years  up to 14 years ,WGS84,-3.6804,50.42744
05/06/2014,HrYtSzIZD-E,47 Regents Park,info@regentsparkltd.co.uk,"47
Regents Park
Heavitree
Exeter
EX1 2NZ",,,WGS84,-3.50882,50.72438
05/06/2014,bLJww7V4Ejc,49 Regents Park,info@regentsparkltd.co.uk,"49
Regents Park
Heavitree
Exeter
EX1 2NZ",,,WGS84,-3.50882,50.72438
05/06/2014,wcM3li3OU1I,4th Exeter (Whipton) Scout Group,,"Clyst Heath
EXETER
DEVON
EX2 7QT",,from 6 years  up to 24 years ,WGS84,-3.47933,50.7128
05/06/2014,8sVR1Srh1s0,4th Newton Abbot Scout Group,4thnewtonabbot@teignbridgescouts.co.uk,"The Burdett Building
Wolborough Street
Wolborough
NEWTON ABBOT
DEVON
TQ12 1LJ",,from 6 years  up to 10 years ,WGS84,-3.6166,50.52773
05/06/2014,idXQt92xmDw,4th Teignmouth Scout Group,4thteignmouth@teignbridgescouts.co.uk,"Scout Hut
Bitton Park, Bitton Park Road
TEIGNMOUTH
DEVON
TQ14 8HA",,from 6 years  up to 18 years ,WGS84,-3.5028,50.54687
05/06/2014,_yhWtwIoi08,50+ Handyman,"Martin Holman
Owner
01395 567255
07922 141243 (day time only)
martin.holman1@btinternet.com",,£20 first hour then £16 per hour.,,WGS84,0,0
05/06/2014,_g3mK-h7fs4,50s Rock 'N' Roll Nite,"Alan Bullock
Resident DJ
01271 312903
07777 603348
djcruise@hotmail.co.uk","The Royal British Legion
Memorial Hall
Wrafton
Braunton
Devon
EX33 2DN",£1 per session.,up to 99 years ,WGS84,-4.15432,51.09971
05/06/2014,5qabSIcn5Fs,50s World - East Devon,"Faith Stammers
Secretary
01404 812684",,Annual membership: £5.,,WGS84,0,0
05/06/2014,cU9GlbBiFfE,50th North Devon (Barnstaple) Scout Group,,"Scout Hut
Ellerslie Road
Sticklepath
BARNSTAPLE
DEVON
EX31 2HT",,from 10 years  up to 14 years ,WGS84,-4.08747,51.0737
05/06/2014,YFT0NjWCoLk,52 Wellington Road,,"52
Wellington Road
Taunton
Somerset
TA1 5AP",,,WGS84,-3.11533,51.01509
05/06/2014,Ex5hUT7n-h4,55 Langaton Lane,info@regentsparkltd.co.uk,"55
Langaton Lane
Pinhoe
Exeter
EX1 3SP",,,WGS84,-3.46664,50.73997
05/06/2014,pUkUAK8jcPs,5th Exmouth (St Andrew's) Scout Group,,"Scout HQ
Camperdown Terrace
EXMOUTH
DEVON
EX8 1EJ",,from 8 years  up to 14 years ,WGS84,-3.4203,50.61844
05/06/2014,QwT1nhpP4Vw,5th North Devon Scout Group (Bishops Tawton),,"Scout Headquarters
Codden Hill
Bishops Tawton
BARNSTAPLE
DEVON
EX32 0AD",,from 6 years  up to 14 years ,WGS84,-4.04674,51.05281
05/06/2014,PsLhwfMaork,The 630 at St Andrew's Church,timmyboxer@yahoo.co.uk,"St Andrew's Church
Church Street
CULLOMPTON
DEVON
EX15 1JU",,from 11 years  up to 18 years ,WGS84,-3.39192,50.85561
05/06/2014,UsytTXlzWpw,6th Exeter (St Thomas) Scout Group,,"Scout HQ
Wellington Road
St Thomas
EXETER
DEVON
EX2 9DU",,from 6 years  up to 14 years ,WGS84,-3.53913,50.70978
05/06/2014,7pq7fFEjMso,6th Form Session at Honiton Young People's Centre,dan.barton@devon.gov.uk,"Honiton Young People's Centre
School Lane
HONITON
DEVON
EX14 1QW",,from 16 years  up to 18 years ,WGS84,-3.19207,50.8023
05/06/2014,HpWixzLiFX0,6th Kingsbridge Scout Group,,"Scout Hut
Derby Road
KINGSBRIDGE
DEVON
TQ7 1JL",,from 6 years  up to 24 years ,WGS84,-3.7704,50.28212
05/06/2014,EHHeHfcgR4E,722 (Chivenor) Squadron Air Training Corps,squadron@chivenoraircadets.org.uk,"Royal Marines Barracks Chivenor
Chivenor
BARNSTAPLE
DEVON
EX31 4AZ",£90 per annum (£7.50 per month).,from 13 years  up to 20 years ,WGS84,-4.14134,51.09305
05/06/2014,FiWhi3rtTCE,729 Club,"Mr K F Smith
Chairman and Organiser","Honiton Youth Centre
School Lane
Honiton
Devon
EX14 1QW",,,WGS84,-3.19207,50.8023
05/06/2014,2VWgvJB7Zew,78/80 Sandhill Street Residential Home,"Ms. R Hardy
Manager","80
Sandhill Street
Ottery St Mary
Devon
EX11 1EG",Contact us for details.,,WGS84,-3.27618,50.75263
05/06/2014,f2b9ye5zE7A,7th Exeter (Southernhay) Scout Group,,"Southernhay United Reformed Church Hall
Dix's Field
Southernhay
EXETER
DEVON
EX1 1QA",,from 6 years  up to 14 years ,WGS84,-3.52437,50.72397
05/06/2014,w2z-1GPI7IA,7th Exmouth (All Saints) Scout Group,,"All Saints Church
Church Road
EXMOUTH
DEVON
EX8 1RZ",,from 6 years  up to 14 years ,WGS84,-3.41199,50.62318
05/06/2014,mhwBUt44lw4,The 9:15 Service at Tavistock Methodist Church,info@tmc.me.uk,"Tavistock Methodist Church
Chapel Street
TAVISTOCK
DEVON
PL19 8DX",£1 per session.,up to 99 years ,WGS84,-4.15025,50.54752
05/06/2014,BJ8XrSd7lQI,A4E - Pathways to Work,"Zia Ingram
Manager","23-26
Mary Arches Court
Mary Arches Street
Exeter
EX4 3AZ",Contact us for details.,,WGS84,-3.53466,50.72233
05/06/2014,6n63jPbhbm4,AA-I-Care - 35 Southwell,,"35
Southwell Street
Portland
Dorset
DT5 2DP",,,WGS84,-2.44214,50.5295
05/06/2014,UxquXdn3COA,Aaron Court Care Home,,"328
Pinhoe Road
Exeter
Devon
EX4 8AS",,,WGS84,-3.49799,50.732
05/06/2014,6pCENLKS9AQ,Aaron Johnson,a_salvador@sky.com,"2 Gatehouse Barns
Secmaton Lane
DAWLISH
Devon
EX7 0EN",,,WGS84,0,0
05/06/2014,vcIB_G6FdMo,Abantu Arts,"Denis Kigongo Victor
Director
0800 612 5106
denis@abantuarts.com","46
Roughmoor Crescent
Taunton
Somerset
TA1 1EU",From £150.,from 6 years  up to 99 years ,WGS84,-3.11744,51.02191
05/06/2014,1j4ox5Hgh5k,Abbey Close Play Area,,"Abbey Close Play Area
Abbey Close
Crapstone
YELVERTON
DEVON
PL20 7PX",Free.,from 4 years  up to 12 years ,WGS84,-4.11433,50.49023
05/06/2014,E1Q82BXOydU,Abbey Dental - Glastonbury,,"18
Magdalene Street
Glastonbury
Somerset
BA6 9EH",,,WGS84,-2.71809,51.14653
05/06/2014,kRZB_8E_EEc,Abbey Gateway Club,"Amanda Barrud
Club Co-ordinator
07988 797785
abbeygateway@ymail.com","Pilton Community College
Chaddiford Lane
Barnstaple
Devon
EX31 1RB",£2 per evening. No charge for support workers or family carers.,from 18 years  up to 100 years ,WGS84,-4.06957,51.088
05/06/2014,dbzoOtAGGAA,Abbey Manor Medical Practice,,"The Forum
Abbey Manor Park
Yeovil
Somerset
BA21 3TL",,,WGS84,-2.66446,50.94992
05/06/2014,g_9qP7vggvE,Abbey Mead Dental Practice and Implant Centre,,"25
Plymouth Road
Tavistock
Devon
PL19 9BQ",,,WGS84,-4.14053,50.53912
05/06/2014,14phE7REPSc,Abbey Rose,,"Cedar Avenue
St Leonards
Ringwood
Hampshire
BH24 2QG",,,WGS84,-1.84357,50.82709
05/06/2014,7-POjPePiJs,Abbey Surgery,,"28
Plymouth Road
Tavistock
Devon
PL19 8BU",,,WGS84,-4.15039,50.54691
05/06/2014,DFB39zdmcoY,Abbey Surgery,abbey.surgery@nhs.net,"28
Plymouth Road
Tavistock
Devon
PL19 8BU",,,WGS84,-4.15039,50.54691
05/06/2014,pECiKxmbUIU,Abbey View,enquiries@coltencare.co.uk,"Fairfield
Bristol Road
Sherborne
Dorset
DT9 4HG",,,WGS84,-2.51721,50.95226
05/06/2014,BSbQfBN5--Y,Abbeyfield (Somerset) Society,mail@abbeyfieldtaunton.co.uk,"Heron Drive
Bishops Hull
Taunton
Somerset
TA1 5HA",,,WGS84,-3.12709,51.01648
05/06/2014,BChT5-lv9jw,Abbeyfield Shandford,s.bissett@abbeyfield.com,"31
Station Road
Budleigh Salterton
Devon
EX9 6RS",,,WGS84,-3.3285,50.63368
05/06/2014,qGUcblk45V4,Abbeywood House,"Mrs Anne Long
Manager
01803 313909","Cary Park
Torquay
Devon
TQ1 3NH",,,WGS84,-3.52333,50.47849
05/06/2014,KHcl1qvJULQ,Abbiss Dental Surgery,,"Unit 2
Littlemoor Shopping Centre
Littlemoor Road
Weymouth
Dorset
DT3 5NQ",,,WGS84,-2.46835,50.65446
05/06/2014,MIr94qgjpJI,Abbots Bickington Parish Meeting,,,,,WGS84,0,0
05/06/2014,JZsy6zqD1OI,Abbotsbury Dental Care,,"4
Abbotsbury Road
Newton Abbot
Devon
TQ12 2LZ",,,WGS84,-3.61037,50.53199
05/06/2014,_7iBLt3jpow,Abbotsbury Road Surgery,,"The Surgery
24 Abbotsbury Road
Weymouth
Dorset
DT4 0AE",,,WGS84,-2.46208,50.61203
05/06/2014,r3GipMzwYcE,Abbotsbury School Nursery,abbotsbury.school@tesco.net,"90 Torquay Road
Newton Abbot
Devon
TQ12 2JD","Early Years Entitlement for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.",from 2 years  up to 5 years ,WGS84,-3.59999,50.52652
05/06/2014,_Z0w_fl0uLs,Abbotsbury School Out of School Club,abbotsbury.school@tesco.net,"90 Torquay Road
Newton Abbot
Devon
TQ12 2JD",Breakfast £1.00,from 2 years  up to 5 years ,WGS84,-3.59999,50.52652
05/06/2014,dcwOOxQP-xc,Abbotsfield Hall Nursing Home,,"Abbotsfield
Tavistock
Devon
PL19 8EZ",,,WGS84,-4.16196,50.54291
05/06/2014,xEDPUYQ-6NI,Abbotsham and Alwington Playgroup,janine@huishlane.wanadoo.co.uk,"C/o Abottsham Village Hall
Abbotsham
BIDEFORD
Devon
EX39 5AP",Early Years Entitlement can be used for 3 and 4 year olds.,from 3 years  up to 5 years ,WGS84,-4.24853,51.01623
05/06/2014,BA7k0s_56jo,Abbotsham Parish Council,,,,,WGS84,0,0
05/06/2014,MG1MYfDTDhc,Abbotshood Cycle Hire,abbotshood@halberton.org,"Abbotshood Farm
Greenway
Halberton
TIVERTON
DEVON
EX16 7AE",£9.50 per day (adult) or £6.50 for 3 hours. £6.50 per day (child) or £4 for 3 hours.,up to 99 years ,WGS84,-3.41237,50.90937
05/06/2014,KVgTBvGDGR0,Abbotskerswell Baby and Toddler Group,abbotskerswellpreschool@hotmail.co.uk,"Abbotskerswell Village Hall
Slade Lane
Abbotskerswell
NEWTON ABBOT
DEVON
TQ12 5YF",£2 per session. 50p for each extra child.,up to 3 years ,WGS84,-3.61102,50.50697
05/06/2014,GIpByQg6BJs,Abbotskerswell Breakfast Club,admin@abbotskerswell-primary.devon.sch.uk,"Abbotskerswell Primary School
Slade Lane
Abbotskerswell
NEWTON ABBOT
DEVON
TQ12 5NS",£3.00 per hour if sessions are paid for in advance.,from 4 years  up to 11 years ,WGS84,-3.61429,50.50898
05/06/2014,XaI4k01dsBU,Abbotskerswell Cricket Club,abbotskerswellcc@gmail.com,"Two Mile Oak
Totnes Road
Abbotskerswell
NEWTON ABBOT
DEVON
TQ12 5PA",Membership: £70 per year. £30 Juniors and students.,from 7 years  up to 60 years ,WGS84,-3.61268,50.5076
05/06/2014,CwWFXCLQErY,Abbotskerswell Parish Council,"Sharon Raggett
Parish Clerk
01364 644109
sharon.raggett@sky.com","Abbotskerswell Parish Council
9 Wallaford Road
Buckfastleigh
TQ11 0AR",,,WGS84,-3.78607,50.47927
05/06/2014,R_KG7q_Nayg,Abbotskerswell Pre-School,abbotskerswellpreschool@hotmail.co.uk,"Village Hall
Slade Lane
Abbotskerswell
Newton Abbot
Devon
TQ12 5YF","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Discount for twins.
Employer Childcare Vouchers can be accepted.
Snack (Make and Do): 20p per day.",from 2 years  up to 5 years ,WGS84,-3.61102,50.50697
05/06/2014,f5EwlM6Hvj8,Abbotskerswell Primary School,admin@abbotskerswell-primary.devon.sch.uk,"Abbotskerswell Primary School
Slade Lane
Abbotskerswell
NEWTON ABBOT
DEVON
TQ12 5NS",,from 4 years  up to 11 years ,WGS84,-3.61429,50.50898
05/06/2014,5ujhlimjdAw,Abbotskerswell Short Mat Bowls Club,"Carolyn Wilkinson
Secretary
01803 313390
wilkinsonw7@aol.com","Abbotskerswell Village Hall
Abbotskerswell
Newton Abbot
Devon
TQ12 5PJ","Annual membership: £12 for adults, £3 for juniors. Green fees per session £2.",,WGS84,-3.61315,50.50561
05/06/2014,dHUlMLuatPY,Abbotsvale Unit,"Lesley Mclynn
Team Manager
01237 420251 (ward)","Bideford Hospital
Abbotsham Road
Bideford
Devon
EX39 3AG",,from 65 years  up to 99 years ,WGS84,-4.21249,51.01794
05/06/2014,PjFxNsFSQGg,ABC Children's Centre,abc.cc@actionforchildren.org.uk,"ABC Children's Centre
Rear of St Lukes Church, Plymouth Road
BUCKFASTLEIGH
DEVON
TQ11 0DA",,up to 5 years ,WGS84,-3.77848,50.48085
05/06/2014,D1g7E20eMAg,ABC Day Nursery,abcdaynursery@btinternet.com,"Duke Street
CULLOMPTON
Devon
EX15 1DW","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
3% discount for siblings.
Full week discount available.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 4 years 10 months ,WGS84,-3.39094,50.85329
05/06/2014,coStqxg6Ubo,ABC Day Nursery (Exmouth),sarah.bodenham@splnurseries.co.uk,"143 Exeter Road
EXMOUTH
Devon
EX8 3DX","0-2 years: Morning session: £26.75.  Afternoon session: £24.50.  Daily:  £41.50. Weekly: £183.50.

2-3 years: Morning session: £26.05. Afternoon session: £24.25. Daily:  £38.75.
Weekly: £168.00.

3-5 years: Morning session: £25.50. Afternoon session: £23.55. Daily:  £37.65.
Weekly: £161.00.

10% Sibling discount available.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 5 years ,WGS84,-3.40986,50.62792
05/06/2014,_dbJmequyB0,Abdominal Aortic Aneurysm (AAA) Screening - Exeter and South Devon,aaa.sdhct@nhs.net,,Free of charge,from 65 years  up to 99 years ,WGS84,0,0
05/06/2014,ZDnSRmM4d4I,ABF The Soldiers' Charity,"Philip Hutchens
Regional Assistant & Project manager
01392 492650
phutchens@soldierscharity.org",,,,WGS84,0,0
05/06/2014,_Vd1u7AUygQ,Abi Todd Music,info@abigailtodd.co.uk,"Higher Cheriton Farm
LYNTON
DEVON
EX35 6LJ",,from 4 years  up to 99 years ,WGS84,-3.81128,51.20516
05/06/2014,cb8XG8sPnLY,Abigail Williams,abbiewilliams@talktalk.net,"Rouges Roost
Longmeadow Road
Lympstone
EXMOUTH
DEVON",,,WGS84,0,0
05/06/2014,ypw7QLpw2ps,Abingdon Street Dental Surgery,,"13
Abingdon Street
Burnham On Sea
Somerset
TA8 1PH",,,WGS84,-2.99664,51.23431
05/06/2014,XXTJq3UaVnE,able2achieve Office,,"23-25
Princes Street
Yeovil
Somerset
BA20 1EN",,,WGS84,-2.63416,50.94182
05/06/2014,aulYxwJNYLk,About Health Limited,,"Stafford House
Blackbrook Park Avenue
Taunton
Somerset
TA1 2PX",,,WGS84,-3.0681,51.01409
05/06/2014,HBDsHjj8Qas,Absolute Care South West Ltd,,"The Office
3 Kings Court
New Street
Honiton
Devon
EX14 1HG",,,WGS84,-3.18863,50.7986
05/06/2014,3BYH6-Y4kCE,Absolute Dental,,"3
Duke Street Court
Bridge Street
Kingsbridge
TQ7 1HX",,,WGS84,-3.77643,50.28436
05/06/2014,DCUVk274ZXI,AC Gardening,"Adam Casey
Owner
01805 625746
Mobile: 07807 075240
Text phone: 07807 075420
acgardening@yahoo.co.uk",,"Cost may vary according to the job required, however all prices are offered at a discounted rate for those of pensionable age.",,WGS84,0,0
05/06/2014,JgXdKgHD_PE,Acacia Training and Development,christine.pountney@acacia.ac.uk,"The Heathfield Centre
24 Battle Road
Heathfield Industrial Estate
NEWTON ABBOT
DEVON
TQ12 6RY",0The costs will depend onthe qualification and any funding available. Many online courses start as fromas little as £30.,from 14 years  up to 60 years ,WGS84,-3.65432,50.57178
05/06/2014,7zambqSJkFY,Academy for Training and Development,info@academy4u.co.uk,"1st Floor Office
6 Marsh Green Road North
Marsh Barton Trading Estate
EXETER
DEVON
EX2 8NY",Varies depending on funding available.,from 14 years  up to 60 years ,WGS84,-3.52764,50.70879
05/06/2014,BQsqNCXDLBM,Academy of Beach Sports,denise@beachvolleyballinc.com,"Seabirds
Withywell Lane
Croyde
BRAUNTON
DEVON
EX33 1PX",£1 - £3 per session.,from 5 years  up to 95 years ,WGS84,-4.23062,51.12568
05/06/2014,vvqQ8MHUqQ0,Academy of Music and Sound,"Tim Powell Morris
Assistant Centre Manager
01392 427874
exeter@academyofmusic.ac.uk","8
Coombe Street
EXETER
DEVON
EX1 1DB",,from 10 years  up to 20 years ,WGS84,-3.53107,50.72096
05/06/2014,6afFr3DK4rA,The Academy of Swimming and Training,Debbie Stenning,"Filleigh
Barnstaple
Devon
EX32 0RN",,,WGS84,-3.88892,51.03406
05/06/2014,eVmKPpPVPwU,Academy of Swimming and Training at Barnstaple,info@astswimschool.co.uk,"North Hill Cottages
North Hill
Shirwell
BARNSTAPLE
DEVON
EX31 4LG","Each lesson costs £6.55, a term can range from 11 to 13 weeks. Payment is required for a full term in advance of starting the course.",up to 16 years ,WGS84,-4.0332,51.10862
05/06/2014,Rn_mTO2wLUk,Academy of Swimming and Training at Chittlehamholt,info@astswimschool.co.uk,"High Bullen Hotel
Golf and Country Club
Chittlehamholt
UMBERLEIGH
DEVON
EX37 9HD","Each lesson cost £6.18, a term may vary from 11 to 13 weeks. Payment is for a course and is required before the start of the term.",up to 95 years ,WGS84,-3.91604,50.96675
05/06/2014,3e9qszj8ou4,Access Group Crediton and District,"Mrs. Yvonne Pope
Secretary
01363 773557",,Contact us for details.,,WGS84,0,0
05/06/2014,Z781aO0G1Fw,Access to Community Education (ACE),"Yvonne Ramos
ACE Admin Assistant
01803 853302
ace@southdevon.ac.uk","Brixham College
Higher Ranscombe Road (Westover Close entrance)
Brixham
South Devon
TQ5 9HF","Various, see South Devon College Adult and Community Learning Prospectus and Newsletters.",,WGS84,-3.50696,50.39251
05/06/2014,RAPyCJBKxA4,Accessible meeting room hire,"Sue Musyoki
Receptionist
01392 459222
info@livingoptions.org","Ground Floor Units 3-4 Cranmere Court
Lustleigh Close
Matford Business Park
Exeter
Devon
EX2 8PW",,,WGS84,-3.52389,50.69933
05/06/2014,y5XjVRTF1DA,Accords,,"Burrow down Support Services Limited
Preston Down Road
Paignton
Devon
TQ3 1RN",,,WGS84,-3.58666,50.4566
05/06/2014,F4cgXJ2L29Q,ACE (Active Children in Exeter),ca-officer@guild.ex.ac.uk,"Cornwall House
St Germans Road
St David's
EXETER
DEVON
EX4 6TG",,from 8 years  up to 12 years ,WGS84,-3.52962,50.73514
05/06/2014,yitOZUB2fxU,ACE Archaeology,"Erica Williamson
Secretary
01363 84802
mail@ericaonline.plus.com",,Annual Membership: £10 (single) £15 (families),,WGS84,0,0
05/06/2014,30IiuRq2rsU,Acorn and Squirrels Riding for the Disabled Association Group,info@rda.org.uk,"Oaklands Riding School
Balls Farm Road
Alphington
EXETER
DEVON
EX2 9JA",,from 3 years  up to 20 years ,WGS84,-3.53975,50.70407
05/06/2014,shQLL4HdviI,Acorn Community Support,"Mrs Jackie Thomas
Office Manager
01647 252701
jackie.thomas@acorncommunitysupport.co.uk","The Surgery
Layne Fields
Christow
Exeter
Devon
EX6 7NY",Contact us for details.,,WGS84,-3.65174,50.6539
05/06/2014,MgBd_B29Dzo,Acorn House - Bideford,arknursing@hotmail.com,"2
Eastbourne Terrace
Westward Ho
Bideford
EX39 1HG",,,WGS84,-4.23022,51.04329
05/06/2014,Y-ngnIP75R0,Acorn Manor,arknursing@hotmail.com,"Raleigh Hill
Heywood Road
Bideford
Devon
EX39 3PG",,,WGS84,-4.2143,51.02865
05/06/2014,NpzfQDAmBYM,Acorns Day Nursery (Exeter),kimberley.lester@splnurseries.co.uk,"36 Alphington Road
St Thomas
EXETER
DEVON
EX2 8HN","Please contact for full costs information.
Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.
Sibling discount available.",from 3 months  up to 5 years ,WGS84,-3.53734,50.71291
05/06/2014,OXiyVLjrUG8,Action After Stroke,"Mr. James Faulkner
Leader
07875 416579 (Monday to Friday 9.00am - 5.00pm)
g.b.jennings@ex-ac-uk","St Luke's Sports Centre
University of Exeter
St Luke's Campus
Heavitree Road
Exeter
EX1 2LU",Contact us for details.,,WGS84,-3.51663,50.72333
05/06/2014,0VoUKslOC70,Action Folk,"Leslie Thompson

bunelik@gmail.com",,,,WGS84,0,0
05/06/2014,vfl5Z9653dg,Action for Blind People,"Emma Tay
Area Operations Manager
01392 458060
exeter@actionforblindpeople.org.uk",,Free.,,WGS84,0,0
05/06/2014,EyEc9jkRXNI,Action on Hearing Loss,"Karen Squire

karen.squire@hearingloss.org.uk",,,up to 99 years ,WGS84,0,0
05/06/2014,vq4IC2fSCuI,Activ8 and Drop-in at The Junction,mark.gerry@devon.gov.uk,"The Junction
Wain Lane
NEWTON ABBOT
DEVON
TQ12 2SA",£1 per session.,from 8 years  up to 19 years ,WGS84,-3.61843,50.53386
05/06/2014,aiGBF4rQ2C4,Active Assistance,"Adviser

claire.lewis@activeassistance.com","1
Suffolk Way
Sevenoaks
Kent
TN13 1YL",Contact us for details.,,WGS84,0.19367,51.27233
05/06/2014,SCqBwSiX4QI,Active Care Partnerships Supported Living Service (Devon),,"37
Thurlow Road
Torquay
Devon
TQ1 3EF",,,WGS84,-3.5332,50.47285
05/06/2014,hkq12JJ-zow,Active Care Partnerships Supported Living Services (Devon),hello@alsw.co.uk,"1
Emperor Way
Exeter Business Park
Exeter
EX1 3QS",,,WGS84,-3.47129,50.72782
05/06/2014,ZEwAvC69Jv4,Active Care Supported Living Service,"Mrs. Karen Farrelly
Manager
01404 549325
highstreet@activecarepartnerships.co.uk",,Contact us for details.,,WGS84,0,0
05/06/2014,3IQ6uEktv3I,Active Devon,active@devon.gov.uk,"University of Exeter Sports Park
Stocker Road
St David's
EXETER
DEVON
EX4 4QN",,up to 20 years ,WGS84,-3.53731,50.73711
05/06/2014,aqlrRF61hwk,Active Kids at West Exe Children's Centre,admin@westexe.childrencentre.org,"West Exe Children's Centre
Cowick Street
St Thomas
EXETER
DEVON
EX4 1HL",Free. Voluntary contribution.,up to 5 years ,WGS84,-3.54686,50.71486
05/06/2014,wJ8JPZBtxoo,Active Tots at The Cabin,surestart.dt@actionforchildren.org.uk,"The Cabin
Broadmeadow Industrial Estate
TEIGNMOUTH
DEVON
TQ14 9AE",Free.,up to 5 years ,WGS84,-3.51488,50.54745
